"T","kappa","Y","Lambda"
"636",291.75,0.3,1,0.00473560416147664
"637",292,0.3,1,0.00434774339318928
"638",280,0.325,1,0.658122744355388
"639",280.25,0.325,1,0.652610961275909
"640",280.5,0.325,1,0.647451422573629
"641",280.75,0.325,1,0.642769696760369
"642",281,0.325,1,0.638695101524359
"643",281.25,0.325,1,0.635354002163697
"644",281.5,0.325,1,0.632864294356321
"645",281.75,0.325,1,0.631330324197397
"646",282,0.325,1,0.630836216442379
"647",282.25,0.325,1,0.631441109903019
"648",282.5,0.325,1,0.633171302325135
"649",282.75,0.325,1,0.63601914044301
"650",283,0.325,1,0.639930188165778
"651",283.25,0.325,1,0.644791167123816
"652",283.5,0.325,1,0.631077486005544
"653",283.75,0.325,1,0.638327744742756
"654",284,0.325,1,0.645992437254536
"655",284.25,0.325,1,0.634407957628453
"656",284.5,0.325,1,0.642945413552621
"657",284.75,0.325,1,0.650864255472051
"658",285,0.325,1,0.638027302772385
"659",285.25,0.325,1,0.644763009228025
"660",285.5,0.325,1,0.627777056126871
"661",285.75,0.325,1,0.632288570782987
"662",286,0.325,1,0.609540032307684
"663",286.25,0.325,1,0.611488895816282
"664",286.5,0.325,1,0.581695322901218
"665",286.75,0.325,1,0.580960540377518
"666",287,0.325,1,0.542503724653628
"667",287.25,0.325,1,0.538987266367498
"668",287.5,0.325,1,0.488454777072629
"669",287.75,0.325,1,0.481160606162662
"670",288,0.325,1,0.408014384994831
"671",288.25,0.325,1,0.400487254841796
"672",288.5,0.325,1,0.297772767445127
"673",288.75,0.325,1,0.312492466080526
"674",289,0.325,1,0.255713438520069
"675",289.25,0.325,1,0.266848187330276
"676",289.5,0.325,1,0.273232385773768
"677",289.75,0.325,1,0.215575578163783
"678",290,0.325,1,0.220968800539681
"679",290.25,0.325,1,0.223238003404041
"680",290.5,0.325,1,0.153594470908028
"681",290.75,0.325,1,0.155207796622134
"682",291,0.325,1,0.155536924371253
"683",291.25,0.325,1,0.154701829595533
"684",291.5,0.325,1,0.15243727434222
